Clusters,Pangenome Class,COG,Description,Enzyme Class,KEGG Orthology,KEGG Pathway,KEGG Reaction,Resistance Product,Resistance,Metabolism
cluster_21101,unique,S,Endonuclease/Exonuclease/phosphatase family,Sphingomyelin phosphodiesterase[3.1.4.12]; Phospholipase C[3.1.4.3],phospholipase C[K01114]; sphingomyelin phosphodiesterase[K01117],Inositol phosphate metabolism[map00562]; Glycerophospholipid metabolism[map00564]; Ether lipid metabolism[map00565]; Sphingolipid metabolism[map00600]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Quorum sensing[map02024],"Phosphatidylcholine + H2O <=> 1,2-Diacyl-sn-glycerol + Choline phosphate[R01312]; Phosphatidylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + sn-Glycerol 3-phosphate[R02027]; Phosphatidylethanolamine + H2O <=> 1,2-Diacyl-sn-glycerol + Ethanolamine phosphate[R02052]; Sphingomyelin + H2O <=> N-Acylsphingosine + Choline phosphate[R02541]; 1-Phosphatidyl-D-myo-inositol + H2O <=> Inositol 1-phosphate + 1,2-Diacyl-sn-glycerol[R03332]; O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 1-Alkenyl-2-acylglycerol + Ethanolamine phosphate[R07381]",-,-,-
cluster_21102,unique,S,Endonuclease/Exonuclease/phosphatase family,Sphingomyelin phosphodiesterase[3.1.4.12]; Phospholipase C[3.1.4.3],phospholipase C[K01114]; sphingomyelin phosphodiesterase[K01117],Inositol phosphate metabolism[map00562]; Glycerophospholipid metabolism[map00564]; Ether lipid metabolism[map00565]; Sphingolipid metabolism[map00600]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Quorum sensing[map02024],"Phosphatidylcholine + H2O <=> 1,2-Diacyl-sn-glycerol + Choline phosphate[R01312]; Phosphatidylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + sn-Glycerol 3-phosphate[R02027]; Phosphatidylethanolamine + H2O <=> 1,2-Diacyl-sn-glycerol + Ethanolamine phosphate[R02052]; Sphingomyelin + H2O <=> N-Acylsphingosine + Choline phosphate[R02541]; 1-Phosphatidyl-D-myo-inositol + H2O <=> Inositol 1-phosphate + 1,2-Diacyl-sn-glycerol[R03332]; O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 1-Alkenyl-2-acylglycerol + Ethanolamine phosphate[R07381]",-,-,-
cluster_21103,unique,S,Bacterial mobilisation protein (MobC),-,-,-,-,-,-,-
cluster_21104,unique,S,Pfam:DUF950,-,-,-,-,-,-,-
cluster_21105,unique,K,"Transcriptional regulatory protein, C terminal",-,"two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR[K20488]",Two-component system[map02020]; Quorum sensing[map02024],-,-,-,-
cluster_21106,unique,K,"Transcriptional regulatory protein, C terminal",-,"two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR[K20488]",Two-component system[map02020]; Quorum sensing[map02024],-,-,-,-
cluster_21107,unique,G,Major Facilitator Superfamily,-,"MFS transporter, DHA2 family, multidrug resistance protein[K08170]",-,-,-,-,-
cluster_21108,unique,C,Aldo/keto reductase family,-,myo-inositol catabolism protein IolS[K06607],-,-,-,-,-
cluster_21109,unique,C,Aldo/keto reductase family,-,myo-inositol catabolism protein IolS[K06607],-,-,-,-,-
cluster_21110,unique,C,Aldo/keto reductase family,-,myo-inositol catabolism protein IolS[K06607],-,-,-,-,-
cluster_21111,unique,C,Aldo/keto reductase family,-,myo-inositol catabolism protein IolS[K06607],-,-,-,-,-
cluster_21112,unique,C,Aldo/keto reductase family,-,myo-inositol catabolism protein IolS[K06607],-,-,-,-,-
cluster_21113,unique,H,"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds",[Formate-C-acetyltransferase]-activating enzyme[1.97.1.4]; 7-carboxy-7-deazaguanine synthase[4.3.99.3],anaerobic ribonucleoside-triphosphate reductase activating protein[K04068]; 7-carboxy-7-deazaguanine synthase[K10026],Folate biosynthesis[map00790]; Metabolic pathways[map01100],"S-Adenosyl-L-methionine + Dihydroflavodoxin + Protein glycine <=> 5'-Deoxyadenosine + L-Methionine + Flavodoxin semiquinone + Protein glycin-2-yl radical[R04710]; 6-Carboxy-5,6,7,8-tetrahydropterin <=> 7-Carboxy-7-carbaguanine + Ammonia[R10002]",-,-,-
cluster_21114,unique,S,GrpB protein,-,-,-,-,-,-,-
cluster_21115,unique,S,Bacterial mobilisation protein (MobC),-,-,-,-,-,-,-
cluster_21116,unique,P,Belongs to the ABC transporter superfamily,ABC-type Ni(2+) transporter[3.6.3.24],peptide/nickel transport system ATP-binding protein[K02031]; peptide/nickel transport system ATP-binding protein[K02032]; oligopeptide transport system ATP-binding protein[K15583]; nickel transport system ATP-binding protein[K15587],beta-Lactam resistance[map01501]; ABC transporters[map02010]; Quorum sensing[map02024],-,-,-,-
cluster_21117,unique,S,Bacterial mobilisation protein (MobC),-,-,-,-,-,-,-
cluster_21118,unique,L,Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity,DNA-directed DNA polymerase[2.7.7.7],"DNA polymerase III subunit epsilon[K02342]; DNA polymerase III subunit alpha, Gram-positive type[K03763]",Purine metabolism[map00230]; Pyrimidine metabolism[map00240]; Metabolic pathways[map01100]; DNA replication[map03030]; Mismatch repair[map03430]; Homologous recombination[map03440],dATP + DNA <=> Diphosphate + DNA[R00375]; dGTP + DNA <=> Diphosphate + DNA[R00376]; dCTP + DNA <=> Diphosphate + DNA[R00377]; dTTP + DNA <=> Diphosphate + DNA[R00378],-,-,-
cluster_21119,unique,L,single-stranded-DNA-specific exonuclease recJ,-,single-stranded-DNA-specific exonuclease[K07462],Base excision repair[map03410]; Mismatch repair[map03430]; Homologous recombination[map03440],-,-,-,-
cluster_21120,unique,H,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,Uroporphyrinogen-III C-methyltransferase[2.1.1.107]; Hydroxymethylbilane synthase[2.5.1.61]; Uroporphyrinogen-III synthase[4.2.1.75],hydroxymethylbilane synthase[K01749]; uroporphyrinogen III methyltransferase / synthase[K13542],Porphyrin metabolism[map00860]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120],4 Porphobilinogen + H2O <=> Hydroxymethylbilane + 4 Ammonia[R00084]; Hydroxymethylbilane <=> Uroporphyrinogen III + H2O[R03165]; 2 S-Adenosyl-L-methionine + Uroporphyrinogen III <=> 2 S-Adenosyl-L-homocysteine + Precorrin 2[R03194],-,-,-
cluster_21121,unique,H,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,Uroporphyrinogen-III C-methyltransferase[2.1.1.107]; Hydroxymethylbilane synthase[2.5.1.61]; Uroporphyrinogen-III synthase[4.2.1.75],hydroxymethylbilane synthase[K01749]; uroporphyrinogen III methyltransferase / synthase[K13542],Porphyrin metabolism[map00860]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120],4 Porphobilinogen + H2O <=> Hydroxymethylbilane + 4 Ammonia[R00084]; Hydroxymethylbilane <=> Uroporphyrinogen III + H2O[R03165]; 2 S-Adenosyl-L-methionine + Uroporphyrinogen III <=> 2 S-Adenosyl-L-homocysteine + Precorrin 2[R03194],-,-,-
cluster_21122,unique,H,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,Uroporphyrinogen-III C-methyltransferase[2.1.1.107]; Hydroxymethylbilane synthase[2.5.1.61]; Uroporphyrinogen-III synthase[4.2.1.75],hydroxymethylbilane synthase[K01749]; uroporphyrinogen III methyltransferase / synthase[K13542],Porphyrin metabolism[map00860]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120],4 Porphobilinogen + H2O <=> Hydroxymethylbilane + 4 Ammonia[R00084]; Hydroxymethylbilane <=> Uroporphyrinogen III + H2O[R03165]; 2 S-Adenosyl-L-methionine + Uroporphyrinogen III <=> 2 S-Adenosyl-L-homocysteine + Precorrin 2[R03194],-,-,-
cluster_21123,unique,O,Redoxin,Thioredoxin-dependent peroxiredoxin[1.11.1.15],thioredoxin-dependent peroxiredoxin[K03564],-,-,-,-,-
cluster_21124,unique,G,aldolase,Fructose-bisphosphate aldolase[4.1.2.13],"fructose-bisphosphate aldolase, class II[K01624]",Glycolysis / Gluconeogenesis[map00010]; Pentose phosphate pathway[map00030]; Fructose and mannose metabolism[map00051]; Methane metabolism[map00680]; Carbon fixation in photosynthetic organisms[map00710]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Biosynthesis of amino acids[map01230],"D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate[R01068]; beta-D-Fructose 1,6-bisphosphate <=> Glycerone phosphate + D-Glyceraldehyde 3-phosphate[R01070]; Sedoheptulose 1,7-bisphosphate <=> Glycerone phosphate + D-Erythrose 4-phosphate[R01829]; D-Fructose 1-phosphate <=> Glycerone phosphate + D-Glyceraldehyde[R02568]",-,-,-
cluster_21125,unique,EGP,Major facilitator,-,-,-,-,-,-,-
cluster_21126,unique,S,Bacterial mobilisation protein (MobC),-,-,-,-,-,-,-
cluster_21127,unique,S,Protein of unknown function (DUF805),-,-,-,-,-,-,-
cluster_21128,unique,S,Protein of unknown function (DUF805),-,-,-,-,-,-,-
cluster_21129,unique,-,-,-,-,-,-,-,-,-
cluster_21130,unique,C,malate quinone oxidoreductase,Malate dehydrogenase (quinone)[1.1.5.4],malate dehydrogenase (quinone)[K00116],Citrate cycle (TCA cycle)[map00020]; Pyruvate metabolism[map00620]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200],(S)-Malate + Oxygen <=> Oxaloacetate + Hydrogen peroxide[R00360]; (S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone[R00361]; (S)-Malate + FAD <=> Oxaloacetate + FADH2[R01257],-,-,-
cluster_21131,unique,K,Acetyltransferase (GNAT) domain,Diamine N-acetyltransferase[2.3.1.57],diamine N-acetyltransferase[K22441],-,-,-,-,-
cluster_21132,unique,K,Acetyltransferase (GNAT) domain,Diamine N-acetyltransferase[2.3.1.57],diamine N-acetyltransferase[K22441],-,-,-,-,-
cluster_21133,unique,S,mRNA processing,-,-,-,-,-,-,-
cluster_21134,unique,E,Acetylornithine deacetylase,Acetylornithine deacetylase[3.5.1.16],acetylornithine deacetylase[K01438]; formylaminopyrimidine deformylase[K20895],Arginine biosynthesis[map00220]; Thiamine metabolism[map00730]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; 2-Oxocarboxylic acid metabolism[map01210]; Biosynthesis of amino acids[map01230],N-Acetylornithine + H2O <=> Acetate + L-Ornithine[R00669]; N-Acetyl-L-citrulline + H2O <=> Acetate + L-Citrulline[R09107]; N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine + H2O <=> 4-Amino-5-aminomethyl-2-methylpyrimidine + Formate[R11313],-,-,-
cluster_21135,unique,S,Bacterial mobilisation protein (MobC),-,-,-,-,-,-,-
cluster_21136,unique,S,CAAX protease self-immunity,-,CAAX protease family protein[K07052],-,-,-,-,-
cluster_21137,unique,S,CAAX protease self-immunity,-,CAAX protease family protein[K07052],-,-,-,-,-
cluster_21138,unique,S,CAAX protease self-immunity,-,CAAX protease family protein[K07052],-,-,-,-,-
cluster_21139,unique,S,CAAX protease self-immunity,-,CAAX protease family protein[K07052],-,-,-,-,-
cluster_21140,unique,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in",Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase[2.7.1.193]; Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase[2.7.1.199]; Protein-N(pi)-phosphohistidine--maltose phosphotransferase[2.7.1.208]; Protein-N(pi)-phosphohistidine--sucrose phosphotransferase[2.7.1.211],alpha-glucoside PTS system EIICB component[K02750]; D-glucosamine PTS system EIICBA component[K02765]; glucose PTS system EIIB component[K02778]; maltose/glucose PTS system EIICB component[K02791]; N-acetylglucosamine PTS system EIIB component[K02803]; N-acetylglucosamine PTS system EIICBA or EIICB component[K02804]; sucrose PTS system EIIBCA or EIIBC component[K02810]; glucose PTS system EIICBA or EIICB component[K20118],Glycolysis / Gluconeogenesis[map00010]; Starch and sucrose metabolism[map00500]; Amino sugar and nucleotide sugar metabolism[map00520]; Phosphotransferase system (PTS)[map02060]; Biofilm formation - Vibrio cholerae[map05111],Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine[R00811]; Protein N(pi)-phospho-L-histidine + D-Glucosamine <=> Protein histidine + D-Glucosamine 6-phosphate[R02631]; Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate[R02738]; Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate[R04111]; Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate[R05199],-,-,-
cluster_21141,unique,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in",Protein-N(pi)-phosphohistidine--N-acetyl-D-glucosamine phosphotransferase[2.7.1.193]; Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase[2.7.1.199]; Protein-N(pi)-phosphohistidine--maltose phosphotransferase[2.7.1.208]; Protein-N(pi)-phosphohistidine--sucrose phosphotransferase[2.7.1.211],alpha-glucoside PTS system EIICB component[K02750]; D-glucosamine PTS system EIICBA component[K02765]; glucose PTS system EIIB component[K02778]; maltose/glucose PTS system EIICB component[K02791]; N-acetylglucosamine PTS system EIIB component[K02803]; N-acetylglucosamine PTS system EIICBA or EIICB component[K02804]; sucrose PTS system EIIBCA or EIIBC component[K02810]; glucose PTS system EIICBA or EIICB component[K20118],Glycolysis / Gluconeogenesis[map00010]; Starch and sucrose metabolism[map00500]; Amino sugar and nucleotide sugar metabolism[map00520]; Phosphotransferase system (PTS)[map02060]; Biofilm formation - Vibrio cholerae[map05111],Sucrose + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine[R00811]; Protein N(pi)-phospho-L-histidine + D-Glucosamine <=> Protein histidine + D-Glucosamine 6-phosphate[R02631]; Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate[R02738]; Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate[R04111]; Protein N(pi)-phospho-L-histidine + N-Acetyl-D-glucosamine <=> Protein histidine + N-Acetyl-D-glucosamine 6-phosphate[R05199],-,-,-
cluster_21142,unique,L,COG3316 Transposase and inactivated derivatives,-,putative transposase[K07498],-,-,-,-,-
cluster_21143,unique,S,YozE SAM-like fold,-,-,-,-,-,-,-
cluster_21144,unique,E,COG0626 Cystathionine beta-lyases cystathionine gamma-synthases,Cystathionine gamma-synthase[2.5.1.48]; Cystathionine gamma-lyase[4.4.1.1]; Homocysteine desulfhydrase[4.4.1.2]; Cystathionine beta-lyase[4.4.1.8],cystathionine gamma-synthase[K01739]; cysteine-S-conjugate beta-lyase[K01760]; cystathionine gamma-lyase / homocysteine desulfhydrase[K17217],"Glycine, serine and threonine metabolism[map00260]; Cysteine and methionine metabolism[map00270]; Selenocompound metabolism[map00450]; Sulfur metabolism[map00920]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Biosynthesis of amino acids[map01230]",L-Cysteine + H2O <=> Hydrogen sulfide + Pyruvate + Ammonia[R00782]; O-Succinyl-L-homoserine + H2O <=> 2-Oxobutanoate + Succinate + Ammonia[R00999]; L-Cystathionine + H2O <=> L-Cysteine + Ammonia + 2-Oxobutanoate[R01001]; L-Homocysteine + H2O <=> Hydrogen sulfide + Ammonia + 2-Oxobutanoate[R01283]; L-Cystathionine + H2O <=> L-Homocysteine + Ammonia + Pyruvate[R01286]; O-Succinyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Succinate[R01288]; L-Cystine + H2O <=> Pyruvate + Ammonia + Thiocysteine[R02408]; Cystathionine + Succinate <=> O-Succinyl-L-homoserine + L-Cysteine[R02508]; O-Acetyl-L-homoserine + L-Cysteine <=> L-Cystathionine + Acetate[R03217]; O-Succinyl-L-homoserine + L-Cysteine <=> L-Cystathionine + Succinate[R03260]; L-Selenocystathionine + H2O <=> Selenohomocysteine + Ammonia + Pyruvate[R04941]; O-Phosphorylhomoserine + L-Selenocysteine <=> L-Selenocystathionine + Orthophosphate[R04944]; O-Acetyl-L-homoserine + L-Selenocysteine <=> L-Selenocystathionine + Acetate[R04945]; O-Succinyl-L-homoserine + L-Selenocysteine <=> L-Selenocystathionine + Succinate[R04946],-,-,-
cluster_21145,unique,V,"COG0577 ABC-type antimicrobial peptide transport system, permease component",-,putative ABC transport system permease protein[K02004],-,-,-,-,-
cluster_21146,unique,S,AAA domain,Deleted entry[3.6.1.3],ATP-dependent target DNA activator[K07132],-,-,-,-,-
cluster_21147,unique,S,AAA domain,Deleted entry[3.6.1.3],ATP-dependent target DNA activator[K07132],-,-,-,-,-
cluster_21148,unique,S,Bacterial mobilisation protein (MobC),-,-,-,-,-,-,-
cluster_21149,unique,V,"ABC transporter, ATP-binding protein",-,ABC-2 type transport system ATP-binding protein[K01990],-,-,-,-,-
cluster_21150,unique,K,Transcriptional regulator,-,"IclR family transcriptional regulator, pca regulon regulatory protein[K02624]",-,-,-,-,-
cluster_21151,unique,K,Transcriptional regulator,-,"IclR family transcriptional regulator, pca regulon regulatory protein[K02624]",-,-,-,-,-
cluster_21152,unique,V,restriction endodeoxyribonuclease activity,-,-,-,-,-,-,-
cluster_21153,unique,P,Heavy-metal-associated domain,P-type Cu(2+) transporter[3.6.3.4]; P-type Cu(+) transporter[3.6.3.54],P-type Cu2+ transporter[K01533]; P-type Cu+ transporter[K17686],-,ATP + H2O <=> ADP + Orthophosphate[R00086],-,-,-
cluster_21154,unique,-,-,-,-,-,-,-,-,-
cluster_21155,unique,-,-,-,-,-,-,-,-,-
cluster_21156,unique,-,-,-,-,-,-,-,-,-
cluster_21157,unique,P,ABC transporter,-,iron complex transport system substrate-binding protein[K02016],ABC transporters[map02010],-,-,-,-
cluster_21158,unique,P,ABC transporter,-,iron complex transport system substrate-binding protein[K02016],ABC transporters[map02010],-,-,-,-
cluster_21159,unique,-,-,-,-,-,-,-,-,-
cluster_21160,unique,-,-,-,-,-,-,-,-,-
cluster_21161,unique,-,-,-,-,-,-,-,-,-
cluster_21162,unique,-,-,-,-,-,-,-,-,-
cluster_21163,unique,-,-,-,-,-,-,-,-,-
cluster_21164,unique,-,-,-,-,-,-,-,-,-
cluster_21165,unique,NU,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[3.2.1.96]; N-acetylmuramoyl-L-alanine amidase[3.5.1.28],mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase[K01227]; peptidoglycan hydrolase FlgJ[K02395]; N-acetylmuramoyl-L-alanine amidase[K22409],Other glycan degradation[map00511],-,-,-,-
cluster_21166,unique,S,Bacterial mobilisation protein (MobC),-,-,-,-,-,-,-
cluster_21167,unique,M,epimerase dehydratase family,"CDP-glucose 4,6-dehydratase[4.2.1.45]","CDP-glucose 4,6-dehydratase[K01709]",Amino sugar and nucleotide sugar metabolism[map00520],CDP-glucose <=> CDP-4-dehydro-6-deoxy-D-glucose + H2O[R02426],-,-,-
