Clusters,Pangenome Class,COG,Description,Enzyme Class,KEGG Orthology,KEGG Pathway,KEGG Reaction,Resistance Product,Resistance,Metabolism
cluster_7064,unique,G,Belongs to the glycosyl hydrolase 35 family,Beta-galactosidase[3.2.1.23]; Beta-N-acetylhexosaminidase[3.2.1.52],beta-galactosidase[K01190]; beta-galactosidase[K12308]; hexosaminidase[K12373],Galactose metabolism[map00052]; Other glycan degradation[map00511]; Various types of N-glycan biosynthesis[map00513]; Amino sugar and nucleotide sugar metabolism[map00520]; Glycosaminoglycan degradation[map00531]; Sphingolipid metabolism[map00600]; Glycosphingolipid biosynthesis - globo and isoglobo series[map00603]; Glycosphingolipid biosynthesis - ganglio series[map00604]; Metabolic pathways[map01100],Chitobiose + H2O <=> 2 N-Acetyl-D-glucosamine[R00022]; Galactan + H2O <=> D-Galactose + Galactan[R01105]; Lactose + H2O <=> alpha-D-Glucose + D-Galactose[R01678]; Lactosylceramide + H2O <=> Glucosylceramide + D-Galactose[R03355]; 3-Ketolactose + H2O <=> 3-Keto-beta-D-galactose + beta-D-Glucose[R04783]; GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine[R06004]; Lactose + H2O <=> D-Glucose + D-Galactose[R06114]; G13056 + H2O <=> N-Acetyl-D-glucosamine + G10665[R11316],-,-,-
cluster_7065,unique,-,-,Methylmalonyl-CoA carboxytransferase[2.1.3.1],methylmalonyl-CoA carboxyltransferase 12S subunit[K17489],Propanoate metabolism[map00640],Malonyl-CoA + Pyruvate <=> Acetyl-CoA + Oxaloacetate[R00353],-,-,-
cluster_7066,unique,E,Succinyl-diaminopimelate desuccinylase,Succinyl-diaminopimelate desuccinylase[3.5.1.18],succinyl-diaminopimelate desuccinylase[K01439],Lysine biosynthesis[map00300]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]; Biosynthesis of amino acids[map01230],"N-Succinyl-LL-2,6-diaminoheptanedioate + H2O <=> Succinate + LL-2,6-Diaminoheptanedioate[R02734]",-,-,-
cluster_7067,unique,-,-,-,putative ABC transport system permease protein[K02004],-,-,-,-,-
cluster_7068,unique,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,DNA-directed RNA polymerase[2.7.7.6],DNA-directed RNA polymerase subunit alpha[K03040],Purine metabolism[map00230]; Pyrimidine metabolism[map00240]; Metabolic pathways[map01100]; RNA polymerase[map03020],ATP + RNA <=> Diphosphate + RNA[R00435]; GTP + RNA <=> Diphosphate + RNA[R00441]; CTP + RNA <=> Diphosphate + RNA[R00442]; UTP + RNA <=> Diphosphate + RNA[R00443],-,-,-
cluster_7069,unique,J,binds to the 23S rRNA,-,large subunit ribosomal protein L15[K02876],Ribosome[map03010],-,-,-,-
cluster_7070,unique,J,"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits",-,large subunit ribosomal protein L5[K02931],Ribosome[map03010],-,-,-,-
cluster_7071,unique,S,Domain of unknown function (DUF4191),-,-,-,-,-,-,-
cluster_7072,unique,J,"The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome",-,large subunit ribosomal protein L22[K02890],Ribosome[map03010],-,-,-,-
cluster_7073,unique,K,Threonylcarbamoyl adenosine biosynthesis protein TsaE,N-acetylmuramate 1-kinase[2.7.1.221]; Alanine racemase[5.1.1.1],alanine racemase[K01775]; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE[K06925]; N-acetylmuramate 1-kinase[K07102],Amino sugar and nucleotide sugar metabolism[map00520]; Metabolic pathways[map01100]; Vancomycin resistance[map01502],L-Alanine <=> D-Alanine[R00401]; N-Acetyl-D-glucosamine + ATP <=> N-Acetyl-alpha-D-glucosamine 1-phosphate + ADP[R08968]; N-Acetylmuramate + ATP <=> N-Acetylmuramic acid alpha-1-phosphate + ADP[R11024],-,-,-
cluster_7074,unique,K,Threonylcarbamoyl adenosine biosynthesis protein TsaE,N-acetylmuramate 1-kinase[2.7.1.221]; Alanine racemase[5.1.1.1],alanine racemase[K01775]; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE[K06925]; N-acetylmuramate 1-kinase[K07102],Amino sugar and nucleotide sugar metabolism[map00520]; Metabolic pathways[map01100]; Vancomycin resistance[map01502],L-Alanine <=> D-Alanine[R00401]; N-Acetyl-D-glucosamine + ATP <=> N-Acetyl-alpha-D-glucosamine 1-phosphate + ADP[R08968]; N-Acetylmuramate + ATP <=> N-Acetylmuramic acid alpha-1-phosphate + ADP[R11024],-,-,-
cluster_7075,unique,F,Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine,Amidophosphoribosyltransferase[2.4.2.14],amidophosphoribosyltransferase[K00764],"Purine metabolism[map00230]; Alanine, aspartate and glutamate metabolism[map00250]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]",5-Phosphoribosylamine + Diphosphate + L-Glutamate <=> L-Glutamine + 5-Phospho-alpha-D-ribose 1-diphosphate + H2O[R01072],-,-,-
cluster_7076,unique,J,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis,-,elongation factor Tu[K02358],-,-,-,-,-
cluster_7077,unique,J,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis,-,elongation factor Tu[K02358],-,-,-,-,-
cluster_7078,unique,C,"Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit",Succinate--CoA ligase (ADP-forming)[6.2.1.5],succinyl-CoA synthetase alpha subunit[K01902],Citrate cycle (TCA cycle)[map00020]; Propanoate metabolism[map00640]; C5-Branched dibasic acid metabolism[map00660]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200],ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA[R00405]; ATP + Itaconate + CoA <=> ADP + Orthophosphate + Itaconyl-CoA[R02404],-,-,-
cluster_7079,unique,C,"Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit",Succinate--CoA ligase (ADP-forming)[6.2.1.5],succinyl-CoA synthetase alpha subunit[K01902],Citrate cycle (TCA cycle)[map00020]; Propanoate metabolism[map00640]; C5-Branched dibasic acid metabolism[map00660]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200],ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA[R00405]; ATP + Itaconate + CoA <=> ADP + Orthophosphate + Itaconyl-CoA[R02404],-,-,-
cluster_7080,unique,M,Glycosyltransferase Family 4,-,"phosphatidylinositol alpha 1,6-mannosyltransferase[K12583]",-,-,-,-,-
cluster_7081,unique,M,Glycosyltransferase Family 4,-,"phosphatidylinositol alpha 1,6-mannosyltransferase[K12583]",-,-,-,-,-
cluster_7082,unique,J,Forms part of the polypeptide exit tunnel,-,large subunit ribosomal protein L4[K02926],Ribosome[map03010],-,-,-,-
cluster_7083,unique,E,ERAP1-like C-terminal domain,Membrane alanyl aminopeptidase[3.4.11.2],aminopeptidase N[K01256]; puromycin-sensitive aminopeptidase[K08776],Glutathione metabolism[map00480]; Metabolic pathways[map01100],Cys-Gly + H2O <=> L-Cysteine + Glycine[R00899]; R-S-Cysteinylglycine + H2O <=> S-Substituted L-cysteine + Glycine[R04951],-,-,-
cluster_7084,unique,J,Ribosomal protein L30,-,large subunit ribosomal protein L30[K02907],Ribosome[map03010],-,-,-,-
cluster_7085,unique,IQ,PFAM AMP-dependent synthetase and ligase,-,-,-,-,-,-,-
cluster_7086,unique,C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH:ubiquinone reductase (H(+)-translocating)[1.6.5.3],NADH-quinone oxidoreductase subunit B[K00331],Oxidative phosphorylation[map00190]; Metabolic pathways[map01100],Ubiquinone + NADH + 6 H+ <=> Ubiquinol + NAD+ + 5 H+[R11945],-,-,-
cluster_7087,unique,C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH:ubiquinone reductase (H(+)-translocating)[1.6.5.3],NADH-quinone oxidoreductase subunit B[K00331],Oxidative phosphorylation[map00190]; Metabolic pathways[map01100],Ubiquinone + NADH + 6 H+ <=> Ubiquinol + NAD+ + 5 H+[R11945],-,-,-
cluster_7088,unique,E,ACT domain,-,glycine cleavage system transcriptional repressor[K03567],Biofilm formation - Escherichia coli[map02026],-,-,-,-
cluster_7089,unique,I,"Serine aminopeptidase, S33",-,-,-,-,-,-,-
cluster_7090,unique,C,"Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second",Methylmalonyl-CoA carboxytransferase[2.1.3.1]; Pyruvate carboxylase[6.4.1.1],pyruvate carboxylase[K01958]; acetyl-CoA carboxylase biotin carboxyl carrier protein[K02160]; methylmalonyl-CoA carboxyltransferase 1.3S subunit[K17490],Citrate cycle (TCA cycle)[map00020]; Fatty acid biosynthesis[map00061]; Pyruvate metabolism[map00620]; Propanoate metabolism[map00640]; Carbon fixation pathways in prokaryotes[map00720]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Fatty acid metabolism[map01212]; Biosynthesis of amino acids[map01230],ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate[R00344]; Malonyl-CoA + Pyruvate <=> Acetyl-CoA + Oxaloacetate[R00353]; ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA[R00742],-,-,-
cluster_7091,unique,E,to the peptidase M24B family,Xaa-Pro aminopeptidase[3.4.11.9],Xaa-Pro aminopeptidase[K01262],-,-,-,-,-
cluster_7092,unique,G,Beta galactosidase small chain,Beta-galactosidase[3.2.1.23],beta-galactosidase[K01190]; evolved beta-galactosidase subunit alpha[K12111],Galactose metabolism[map00052]; Other glycan degradation[map00511]; Sphingolipid metabolism[map00600]; Metabolic pathways[map01100],Galactan + H2O <=> D-Galactose + Galactan[R01105]; Lactose + H2O <=> alpha-D-Glucose + D-Galactose[R01678]; Lactosylceramide + H2O <=> Glucosylceramide + D-Galactose[R03355]; 3-Ketolactose + H2O <=> 3-Keto-beta-D-galactose + beta-D-Glucose[R04783]; Lactose + H2O <=> D-Glucose + D-Galactose[R06114],-,-,-
cluster_7093,unique,J,"Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site",-,small subunit ribosomal protein S14[K02954],Ribosome[map03010],-,-,-,-
cluster_7094,unique,G,"Glycosyl hydrolase family 20, domain 2",Beta-N-acetylhexosaminidase[3.2.1.52]; Endo-alpha-N-acetylgalactosaminidase[3.2.1.97],hexosaminidase[K12373]; endo-alpha-N-acetylgalactosaminidase[K17624],Other glycan degradation[map00511]; Various types of N-glycan biosynthesis[map00513]; Amino sugar and nucleotide sugar metabolism[map00520]; Glycosaminoglycan degradation[map00531]; Glycosphingolipid biosynthesis - globo and isoglobo series[map00603]; Glycosphingolipid biosynthesis - ganglio series[map00604]; Metabolic pathways[map01100],Chitobiose + H2O <=> 2 N-Acetyl-D-glucosamine[R00022]; GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine[R06004]; G13056 + H2O <=> N-Acetyl-D-glucosamine + G10665[R11316],-,-,Carbon Cycle: Organic carbon oxidation
cluster_7095,unique,I,Biotin carboxylase C-terminal domain,Biotin carboxylase[6.3.4.14]; Acetyl-CoA carboxylase[6.4.1.2]; Propionyl-CoA carboxylase[6.4.1.3],"acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein[K11263]","Fatty acid biosynthesis[map00061]; Valine, leucine and isoleucine degradation[map00280]; Pyruvate metabolism[map00620]; Glyoxylate and dicarboxylate metabolism[map00630]; Propanoate metabolism[map00640]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]; Microbial metabolism in diverse environments[map01120]; Carbon metabolism[map01200]; Fatty acid metabolism[map01212]",ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA[R00742]; ATP + Propanoyl-CoA + HCO3- <=> ADP + Orthophosphate + (S)-Methylmalonyl-CoA[R01859]; ATP + Holo-[carboxylase] + HCO3- <=> ADP + Orthophosphate + Carboxybiotin-carboxyl-carrier protein[R04385],-,-,-
cluster_7096,unique,E,Asparaginase,Beta-aspartyl-peptidase[3.4.19.5]; Asparaginase[3.5.1.1],L-asparaginase[K01424]; L-asparaginase / beta-aspartyl-peptidase[K13051],"Alanine, aspartate and glutamate metabolism[map00250]; Cyanoamino acid metabolism[map00460]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]",L-Asparagine + H2O <=> L-Aspartate + Ammonia[R00485],-,-,-
cluster_7097,unique,E,Asparaginase,Beta-aspartyl-peptidase[3.4.19.5]; Asparaginase[3.5.1.1],L-asparaginase[K01424]; L-asparaginase / beta-aspartyl-peptidase[K13051],"Alanine, aspartate and glutamate metabolism[map00250]; Cyanoamino acid metabolism[map00460]; Metabolic pathways[map01100]; Biosynthesis of secondary metabolites[map01110]",L-Asparagine + H2O <=> L-Aspartate + Ammonia[R00485],-,-,-
cluster_7098,unique,G,exo-alpha-(2->6)-sialidase activity,-,-,-,-,-,-,-
cluster_7099,unique,-,-,-,-,-,-,-,-,-
cluster_7100,unique,-,-,-,-,-,-,-,-,-
cluster_7101,unique,-,-,-,-,-,-,-,-,-
cluster_7102,unique,G,"Glycosyl hydrolase family 20, domain 2",Beta-N-acetylhexosaminidase[3.2.1.52]; Endo-alpha-N-acetylgalactosaminidase[3.2.1.97],hexosaminidase[K12373]; endo-alpha-N-acetylgalactosaminidase[K17624],Other glycan degradation[map00511]; Various types of N-glycan biosynthesis[map00513]; Amino sugar and nucleotide sugar metabolism[map00520]; Glycosaminoglycan degradation[map00531]; Glycosphingolipid biosynthesis - globo and isoglobo series[map00603]; Glycosphingolipid biosynthesis - ganglio series[map00604]; Metabolic pathways[map01100],Chitobiose + H2O <=> 2 N-Acetyl-D-glucosamine[R00022]; GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine[R06004]; G13056 + H2O <=> N-Acetyl-D-glucosamine + G10665[R11316],-,-,-
cluster_7103,unique,EGP,Transmembrane secretion effector,-,-,-,-,-,-,-
cluster_7104,unique,J,"amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)",Isoleucine--tRNA ligase[6.1.1.5],isoleucyl-tRNA synthetase[K01870],Aminoacyl-tRNA biosynthesis[map00970],ATP + L-Isoleucine + tRNA(Ile) <=> AMP + Diphosphate + L-Isoleucyl-tRNA(Ile)[R03656],-,-,-
cluster_7105,unique,M,OmpA family,-,peptidoglycan-associated lipoprotein[K03640],-,-,-,-,-
cluster_7106,unique,-,-,-,-,-,-,-,-,-
cluster_7107,unique,G,exo-alpha-(2->6)-sialidase activity,-,-,-,-,-,-,-
cluster_7108,unique,S,"Oxidoreductase family, C-terminal alpha/beta domain",Inositol 2-dehydrogenase[1.1.1.18]; D-chiro-inositol 1-dehydrogenase[1.1.1.369],myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase[K00010],Streptomycin biosynthesis[map00521]; Inositol phosphate metabolism[map00562]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120],"myo-Inositol + NAD+ <=> 2,4,6/3,5-Pentahydroxycyclohexanone + NADH + H+[R01183]; 1D-chiro-Inositol + NAD+ <=> 1-Keto-D-chiro-inositol + NADH + H+[R09951]",-,-,-
cluster_7109,unique,K,Regulates arginine biosynthesis genes,-,transcriptional regulator of arginine metabolism[K03402],-,-,-,-,-
cluster_7110,unique,EG,EamA-like transporter family,-,-,-,-,-,-,-
cluster_7111,unique,M,thiamine kinase activity,Thiamine kinase[2.7.1.89],thiamine kinase[K07251],Thiamine metabolism[map00730]; Metabolic pathways[map01100],ATP + Thiamine <=> ADP + Thiamin monophosphate[R02134],-,-,-
cluster_7112,unique,L,NUDIX domain,6-hydroxynicotinate reductase[1.3.7.1]; NAD(+) diphosphatase[3.6.1.22],NAD+ diphosphatase[K03426]; 6-hydroxynicotinate reductase[K20449],Nicotinate and nicotinamide metabolism[map00760]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]; Peroxisome[map04146],"NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide[R00103]; Deamino-NAD+ + H2O <=> AMP + Nicotinate D-ribonucleotide[R03004]; 6-Hydroxynicotinate + Reduced ferredoxin <=> 6-Oxo-1,4,5,6-tetrahydronicotinate + Oxidized ferredoxin[R03164]; NADH + H2O <=> AMP + NMNH[R11104]",-,-,-
cluster_7113,unique,GKT,PRD domain,Protein-N(pi)-phosphohistidine--galactitol phosphotransferase[2.7.1.200]; Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase[2.7.1.202],fructose PTS system EIIA component[K02768]; fructose PTS system EIIB component[K02769]; fructose PTS system EIIBC or EIIC component[K02770]; galactitol PTS system EIIA component[K02773]; lichenan operon transcriptional antiterminator[K03491],Fructose and mannose metabolism[map00051]; Galactose metabolism[map00052]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]; Phosphotransferase system (PTS)[map02060],Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate[R03232]; Galactitol + Protein N(pi)-phospho-L-histidine <=> Galactitol 1-phosphate + Protein histidine[R05570],-,-,-
cluster_7114,unique,GKT,PRD domain,Protein-N(pi)-phosphohistidine--galactitol phosphotransferase[2.7.1.200]; Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase[2.7.1.202],fructose PTS system EIIA component[K02768]; fructose PTS system EIIB component[K02769]; fructose PTS system EIIBC or EIIC component[K02770]; galactitol PTS system EIIA component[K02773]; lichenan operon transcriptional antiterminator[K03491],Fructose and mannose metabolism[map00051]; Galactose metabolism[map00052]; Metabolic pathways[map01100]; Microbial metabolism in diverse environments[map01120]; Phosphotransferase system (PTS)[map02060],Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate[R03232]; Galactitol + Protein N(pi)-phospho-L-histidine <=> Galactitol 1-phosphate + Protein histidine[R05570],-,-,-
